Gender,CnText,EnText,CnFile,EnFile,Token correlation
female,我们得先把机翼修好,We are gonna have to fix our wings first,83.wav,111.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65], [0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666], [0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24], [0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666], [8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666], [3.880999951521077e-24, 3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09]]"
female,你说过他就在天上不是吗,you said he is up there did not you,88.wav,123.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0], [0.000838511961693808, 0.4991614880262842, 0.4991614880262842, 0.000838511961693808, 2.4043971743656425e-11, 7.557135646434045e-32, 1.400809341888609e-87, 4.478735922419957e-239], [3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24], [6.999498868611047e-65, 3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [1.2408522257820054e-175, 7.0081417703645294e-65, 3.880999951521076e-24, 3.7807770411269164e-09, 0.0012347886492620553, 0.13185121024435748, 0.7350627870812457, 0.13185121024435748], [1.2408522257820054e-175, 7.0081417703645294e-65, 3.880999951521076e-24, 3.7807770411269164e-09, 0.0012347886492620553, 0.13185121024435748, 0.7350627870812457, 0.13185121024435748], [0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
female,抬头看天上的星星,just look at the stars,92.wav,126.wav,
female,我不要他帮忙,I do not want his help,95.wav,129.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09], [0.13185121074285752, 0.7350627898603543, 0.13185121074285752, 0.001234788653930516], [0.13185121074285752, 0.7350627898603543, 0.13185121074285752, 0.001234788653930516], [0.13185121074285752, 0.7350627898603543, 0.13185121074285752, 0.001234788653930516], [0.0012347886539305162, 0.13185121074285755, 0.7350627898603544, 0.13185121074285755], [4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
female,明天是重要的日子,tomorrow is an important day,96.wav,131.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09], [0.2, 0.2, 0.2, 0.2, 0.2], [0.0012332658312747778, 0.1316886031498362, 0.7341562620377782, 0.1316886031498362, 0.0012332658312747778], [4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
female,所以呢你让我把这本书看一遍一遍又一遍直到我变老,so what I am supposed to read this over and over and over and until I am old,105.wav,161.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65, 1.2393219204562449e-175, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625], [3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65, 1.2393219204562449e-175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625], [0.0, 0.0, 0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24, 6.999498842180138e-65, 1.2393219204562446e-175], [0.0, 0.0, 2.5924762902996833e-261, 7.899066975403953e-95, 1.3917638313533056e-33, 4.7283109464182135e-11, 0.009192833601806293, 0.9816143327018212, 0.009192833601806293, 4.728310946418197e-11, 1.3917638313532857e-33, 7.899066975403953e-95, 2.592476290299978e-261, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24, 6.999498842180138e-65], [0.0, 0.0, 0.0, 0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24, 6.999498842180138e-65], [0.0, 0.0, 0.0, 0.0, 0.0, 1.2393219204562449e-175, 6.99949884218014e-65, 3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24], [0.0, 0.0, 0.0, 0.0, 0.0, 1.2393219204562449e-175, 6.99949884218014e-65, 3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24], [0.0, 0.0, 0.0, 0.0, 0.0, 1.2393219204562449e-175, 6.99949884218014e-65, 3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24], [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2393219204562449e-175, 6.99949884218014e-65, 3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.239321925136066e-175, 6.999498868611047e-65, 3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2408522257820054e-175, 7.0081417703645294e-65, 3.880999951521076e-24, 3.7807770411269164e-09, 0.0012347886492620553, 0.13185121024435748, 0.7350627870812457, 0.13185121024435748], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
female,还早呢去学校之前我们要去一趟医院,we need to stop at the hospital before school,107.wav,172.wav,
female,我要给你看个东西,i have got something to show you,109.wav,175.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65], [0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285], [1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285], [3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09]]"
male,警官下午好,very good afternoon to you officer,11.wav,15.wav,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.0014223237643251222, 0.1518762824695983, 0.8467013937660766], [0.13201422040437033, 0.7359715591912593, 0.13201422040437033], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.8467013937660766, 0.1518762824695983, 0.0014223237643251222]]"
male,那你要的羊就在这里,the sheep you ask for is inside,30.wav,38.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65, 1.2408522257820054e-175], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65], [1.2408522257820054e-175, 7.0081417703645294e-65, 3.880999951521076e-24, 3.7807770411269164e-09, 0.0012347886492620553, 0.13185121024435748, 0.7350627870812457, 0.13185121024435748], [0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
male,哦哦你不喜欢,oh you did not like it,32.wav,41.wav,"[[0.4995803921609388, 0.4995803921609388, 0.0008392156540581765, 2.4064149821129434e-11, 7.563477712968373e-32], [0.0012332658312747778, 0.1316886031498362, 0.7341562620377782, 0.1316886031498362, 0.0012332658312747778], [3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [0.2, 0.2, 0.2, 0.2, 0.2]]"
male,哦他没法回答你我一直想给他缝一张嘴,hello he can not answer you keep Managing to saw him a mouth,40.wav,49.wav,"[[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65, 1.2408522257820054e-175, 0.0, 0.0, 0.0, 0.0], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65, 1.239321925136066e-175, 0.0, 0.0, 0.0], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65, 1.239321925136066e-175, 0.0, 0.0, 0.0], [3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65, 1.2393219204562449e-175, 0.0, 0.0], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65, 1.2393219204562449e-175, 0.0], [6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24, 6.999498842180138e-65, 1.2393219204562446e-175], [1.2393219204562443e-175, 6.999498842180137e-65, 3.876213632270733e-24, 3.776114323744993e-09, 0.0012332658219608716, 0.13168860215529368, 0.7341562564932619, 0.13168860215529368, 0.0012332658219608716, 3.776114323744993e-09, 3.876213632270733e-24, 6.999498842180137e-65], [0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333], [0.0, 0.0, 0.0, 1.239321925136066e-175, 6.999498868611047e-65, 3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [0.0, 0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09], [0.0, 0.0, 0.0, 0.0, 1.2408522257820057e-175, 7.008141770364531e-65, 3.880999951521077e-24, 3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [0.0, 0.0, 0.0, 0.0, 0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
male,星星出来了,like that stars are out,46.wav,58.wav,
male,我现在变成大人了但我从来没有忘记小王子,I managed to grow up and I never forgot the little prince,49.wav,70.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0, 0.0, 0.0], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65, 1.239321925136066e-175, 0.0, 0.0], [0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091], [3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65, 1.2393219204562449e-175, 0.0], [3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65, 1.2393219204562449e-175, 0.0], [6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24, 6.999498842180138e-65], [1.2393219204562443e-175, 6.999498842180137e-65, 3.876213632270733e-24, 3.776114323744993e-09, 0.0012332658219608716, 0.13168860215529368, 0.7341562564932619, 0.13168860215529368, 0.0012332658219608716, 3.776114323744993e-09, 3.876213632270733e-24], [0.0, 1.2393219204562446e-175, 6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09], [0.0, 0.0, 1.239321925136066e-175, 6.999498868611047e-65, 3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091], [0.0, 0.0, 0.0, 1.2408522257820057e-175, 7.008141770364531e-65, 3.880999951521077e-24, 3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [0.0, 0.0, 0.0, 0.0, 1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027]]"
male,我比国王的手指头还要强大,but I am more powerful than the finger of the king,50.wav,72.wav,
male,等你学会了你就永远不会寂寞了,if you can do that you will never be lonely again,59.wav,83.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0, 0.0], [0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65, 1.2408522257820054e-175, 0.0, 0.0], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65, 1.239321925136066e-175, 0.0], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65, 1.239321925136066e-175, 0.0], [0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09, 3.876213632270735e-24, 6.99949884218014e-65], [6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09, 3.8762136322707346e-24], [1.2393219204562443e-175, 6.999498842180137e-65, 3.876213632270733e-24, 3.776114323744993e-09, 0.0012332658219608716, 0.13168860215529368, 0.7341562564932619, 0.13168860215529368, 0.0012332658219608716, 3.776114323744993e-09], [0.0, 1.239321925136066e-175, 6.999498868611047e-65, 3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [0.0, 0.0, 1.2408522257820057e-175, 7.008141770364531e-65, 3.880999951521077e-24, 3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]]"
male,如果如果我能让飞机飞起来的话,If I get that old plane running,64.wav,87.wav,"[[0.4995803921609388, 0.4995803921609388, 0.0008392156540581765, 2.4064149821129434e-11, 7.563477712968373e-32, 1.4019849230166728e-87, 4.482494547716445e-239, 0.0, 0.0], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65, 1.239321925136066e-175], [7.557135646252342e-32, 2.4043971743078313e-11, 0.0008385119616736469, 0.4991614880142824, 0.4991614880142824, 0.0008385119616736469, 2.4043971743078313e-11, 7.557135646252342e-32, 1.4008093418549279e-87], [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111], [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111], [6.999498842180138e-65, 3.8762136322707346e-24, 3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09], [1.2393219251360657e-175, 6.999498868611045e-65, 3.8762136469077596e-24, 3.776114338004033e-09, 0.0012332658266178246, 0.1316886026525649, 0.73415625926552, 0.1316886026525649, 0.0012332658266178246]]"
male,你知道我该去找小王子了的话,you know go be with the little prince,66.wav,89.wav,
male,狐狸先生,ah Mr fox,76.wav,102.wav,"[[0.5, 0.5], [0.15209260739948077, 0.8479073926005193], [0.8479073926005193, 0.15209260739948077]]"
male,天亮时我们找到了一口井,we found a well at daybreak,79.wav,107.wav,"[[0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24], [3.776114323744994e-09, 0.001233265821960872, 0.1316886021552937, 0.734156256493262, 0.1316886021552937, 0.001233265821960872, 3.776114323744994e-09], [7.008141770364531e-65, 3.880999951521077e-24, 3.780777041126917e-09, 0.0012347886492620555, 0.13185121024435753, 0.735062787081246, 0.13185121024435753], [1.4293082481071797e-175, 8.072512284832085e-65, 4.4704317938558214e-24, 4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175]]"
male,孩子听我说,now now listen,81.wav,109.wav,
male,那天我干了一件不好的事情,I made a big mistake the other day,82.wav,110.wav,"[[0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65, 1.2408522257820054e-175, 0.0], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65, 1.239321925136066e-175], [1.4008093418549279e-87, 7.557135646252341e-32, 2.404397174307831e-11, 0.0008385119616736468, 0.49916148801428234, 0.49916148801428234, 0.0008385119616736468, 2.404397174307831e-11, 7.557135646252341e-32], [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111], [0.0, 0.0, 2.5924762904222637e-261, 7.899066975777445e-95, 1.3917638314191126e-33, 4.728310946641783e-11, 0.00919283360224096, 0.981614332748235, 0.00919283360224096], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0], [0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09, 4.4704317938558214e-24, 8.072512284832085e-65, 1.4293082481071797e-175, 0.0, 0.0]]"
male,以后你不能再到这儿来了,you can not come over here anymore,83.wav,111.wav,"[[0.13185121024435748, 0.7350627870812457, 0.13185121024435748, 0.0012347886492620553, 3.7807770411269164e-09, 3.880999951521076e-24, 7.0081417703645294e-65, 1.2408522257820054e-175], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65], [0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249, 3.7761143380040334e-09, 3.87621364690776e-24, 6.999498868611047e-65], [3.876213632270735e-24, 3.776114323744995e-09, 0.0012332658219608723, 0.13168860215529374, 0.7341562564932622, 0.13168860215529374, 0.0012332658219608723, 3.776114323744995e-09], [1.2408522257820054e-175, 7.0081417703645294e-65, 3.880999951521076e-24, 3.7807770411269164e-09, 0.0012347886492620553, 0.13185121024435748, 0.7350627870812457, 0.13185121024435748], [6.999498868611047e-65, 3.87621364690776e-24, 3.7761143380040334e-09, 0.0012332658266178249, 0.13168860265256493, 0.7341562592655201, 0.13168860265256493, 0.0012332658266178249], [8.534760645195833e-06, 0.49999146523935484, 0.49999146523935484, 8.534760645195833e-06, 1.5714971574403114e-21, 2.6575494194371127e-64, 1.4407445090724741e-180, 0.0]]"
male,我只能一个人走,I have to go alone,88.wav,115.wav,"[[0.8467013900787027, 0.15187628180817903, 0.00142232375813092, 4.354987400479002e-09], [0.13185121074285752, 0.7350627898603543, 0.13185121074285752, 0.001234788653930516], [0.13185121074285752, 0.7350627898603543, 0.13185121074285752, 0.001234788653930516], [4.354987400479002e-09, 0.00142232375813092, 0.15187628180817903, 0.8467013900787027], [0.0012347886539305162, 0.13185121074285755, 0.7350627898603544, 0.13185121074285755]]"
male,不知道怎么回事他知道我的飞机修好了,he knew that I had fixed my plane,90.wav,119.wav,
